 INFO | 2015-12-12 12:20:13,519 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:19,686 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:19,686 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:31,648 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:31,651 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:31,652 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:31,652 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:31,652 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:31,777 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:31,778 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:31,782 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:31,782 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 INFO | 2015-12-12 12:21:31,805 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:31,805 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:31,805 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:31,805 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:31,806 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:31,808 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:31,808 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:31,810 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:31,810 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 INFO | 2015-12-12 12:21:31,832 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:31,832 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:31,832 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:31,833 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:31,833 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:31,836 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:31,836 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:31,838 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:31,838 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 WARN | 2015-12-12 12:21:31,843 | MockRobotIO.java                              | 42 | PWM value was NaN
 WARN | 2015-12-12 12:21:31,843 | MockRobotIO.java                              | 42 | PWM value was NaN
 WARN | 2015-12-12 12:21:31,843 | MockRobotIO.java                              | 42 | PWM value was NaN
 WARN | 2015-12-12 12:21:31,843 | MockRobotIO.java                              | 42 | PWM value was NaN
 INFO | 2015-12-12 12:21:31,857 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:31,857 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:31,857 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:31,858 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:31,858 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:31,860 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:31,860 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:31,865 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:31,865 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 INFO | 2015-12-12 12:21:35,691 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:35,695 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:35,695 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:35,695 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:35,695 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:35,823 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:35,823 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:35,826 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:35,826 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 INFO | 2015-12-12 12:21:35,848 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:35,848 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:35,848 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:35,848 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:35,849 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:35,851 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:35,851 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:35,853 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:35,853 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 INFO | 2015-12-12 12:21:35,879 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:35,879 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:35,879 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:35,880 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:35,880 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:35,882 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:35,882 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:35,884 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:35,884 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 WARN | 2015-12-12 12:21:35,889 | MockRobotIO.java                              | 42 | PWM value was NaN
 WARN | 2015-12-12 12:21:35,889 | MockRobotIO.java                              | 42 | PWM value was NaN
 WARN | 2015-12-12 12:21:35,889 | MockRobotIO.java                              | 42 | PWM value was NaN
 WARN | 2015-12-12 12:21:35,889 | MockRobotIO.java                              | 42 | PWM value was NaN
 INFO | 2015-12-12 12:21:35,905 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:35,905 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:35,905 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:35,905 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:35,905 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:35,908 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:35,908 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:35,910 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:35,910 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 INFO | 2015-12-12 12:21:46,731 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:46,735 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:46,735 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:46,736 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:46,736 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:46,846 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:46,846 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:46,850 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:46,850 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 INFO | 2015-12-12 12:21:46,873 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:46,873 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:46,873 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:46,874 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:46,874 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:46,876 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:46,876 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:46,879 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:46,879 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 INFO | 2015-12-12 12:21:46,912 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:46,913 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:46,913 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:46,913 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:46,914 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:46,916 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:46,916 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:46,918 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:46,919 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 WARN | 2015-12-12 12:21:46,924 | MockRobotIO.java                              | 42 | PWM value was NaN
 WARN | 2015-12-12 12:21:46,924 | MockRobotIO.java                              | 42 | PWM value was NaN
 WARN | 2015-12-12 12:21:46,924 | MockRobotIO.java                              | 42 | PWM value was NaN
 WARN | 2015-12-12 12:21:46,925 | MockRobotIO.java                              | 42 | PWM value was NaN
 INFO | 2015-12-12 12:21:46,939 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:21:46,939 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:21:46,939 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:21:46,939 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:21:46,940 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:21:46,948 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:46,948 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:21:46,950 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:21:46,950 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 INFO | 2015-12-12 12:22:08,567 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:22:08,571 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:22:08,571 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:22:08,572 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:22:08,572 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:22:08,691 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:22:08,691 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:22:08,694 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:22:08,694 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 INFO | 2015-12-12 12:22:08,716 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:22:08,716 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:22:08,716 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:22:08,716 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:22:08,717 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:22:08,719 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:22:08,719 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:22:08,722 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:22:08,722 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 INFO | 2015-12-12 12:22:08,742 | DriveSubsystem.java                           | 38 | Creating DriveSubsystem
 INFO | 2015-12-12 12:22:08,743 | MockSpeedController.java                      | 16 | Creating speed controller on channel:0
 INFO | 2015-12-12 12:22:08,743 | MockSpeedController.java                      | 16 | Creating speed controller on channel:1
 INFO | 2015-12-12 12:22:08,743 | MockSpeedController.java                      | 16 | Creating speed controller on channel:2
 INFO | 2015-12-12 12:22:08,743 | MockSpeedController.java                      | 16 | Creating speed controller on channel:3
 INFO | 2015-12-12 12:22:08,746 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:22:08,746 | RotationalSubsystem.java                      | 37 | Creating RotationalSubsystem
 INFO | 2015-12-12 12:22:08,748 | PoseSubsystem.java                            | 137 | Calibrating yaw offset to: 90.0
 INFO | 2015-12-12 12:22:08,748 | TranslationalSubsystem.java                   | 46 | Creating TranslationalSubsystem
 WARN | 2015-12-12 12:22:08,752 | MockRobotIO.java                              | 42 | PWM value was NaN
 WARN | 2015-12-12 12:22:08,753 | MockRobotIO.java                              | 42 | PWM value was NaN
 WARN | 2015-12-12 12:22:08,753 | MockRobotIO.java                              | 42 | PWM value was NaN
